YEAR,Month,Day,Maximum temperature at 2 meter(degree celcius),Minimum temperature at 2 meter(degree celcius),Earth skin temperature(degree celcius),relative humidity(%),Precipitation(mm/day),Surface pressure(kpa),Wind speed at 10 meters(m/s)
2001,1,28,-1.51,8.38,-6.07,77.81,2.94,78.14,2.52
2001,1,29,0.94,9.21,-4.92,64.31,3.01,77.6,7.41
2001,1,30,-1.33,7.26,-6.16,60.44,0.24,78.36,4.48
2001,1,31,0.51,12.58,-7.02,53.31,0.1,78.87,3.73
2001,2,1,1.17,12.23,-6.39,57.12,0.19,79.22,5.45
2001,2,2,7.21,13.84,-1.18,56.62,0.29,79.22,4.2
2001,2,3,6.36,10.32,-1.34,59.88,0.3,79.11,3.22
2001,2,4,7.98,13.34,-0.98,59.94,0,79.48,3.23
2001,2,5,11.23,15.68,1.32,60.88,0.19,78.73,5.55
2001,2,6,10.08,14.78,0.48,62.69,0.05,78.26,3.65
2001,2,7,8.75,14.47,1.13,62.69,0.37,77.77,4.18
2001,2,8,-5.4,9.5,-7.02,79,5.72,78.14,3.81
2001,2,9,0.05,16.34,-8.39,57.75,0.37,78.58,2.38
2001,2,10,7.17,17.47,-4.08,55.94,0.66,78.4,3.92
2001,2,11,5.06,10.76,-2.56,49.75,0.37,78.27,5.95
2001,2,12,7.64,15.36,-1.81,51.81,0,78.66,4.8
2001,2,13,9.99,16.36,0.1,52.31,3.26,78.45,4.45
2001,2,14,2.69,10.81,-2.65,65.5,2.31,78.14,2.98
2001,2,15,4.92,12.69,-2.49,49.75,0.09,78.38,3.95
2001,2,16,7.05,14.73,-1.41,55.19,0.1,79.22,2.82
2001,2,17,9.27,13.68,0.66,48.31,0.02,79.36,3.66
2001,2,18,7.77,10.78,0.01,50.38,0.17,78.92,3.18
2001,2,19,9.76,12.09,1.16,54.94,0.02,78.73,3.02
2001,2,20,10.15,14.2,1.19,53.38,0.25,79.01,3.35
2001,2,21,8.29,11.93,0.73,56.88,0.24,79.04,2.98
2001,2,22,8.5,12.02,1.04,54.31,0.23,78.75,3.4
2001,2,23,11.84,14.37,1.87,53,0.38,77.57,4.73
2001,2,24,2.69,7.35,-1.93,57.5,0.27,77.6,3.94
2001,2,25,8.09,12.91,0.58,46.62,0.12,78.7,2.42
2001,2,26,4.05,9.14,-0.88,60.25,0.63,79.02,3.66
2001,2,27,-1.78,5.98,-3.46,72.81,2.22,79.06,3.05
2001,2,28,6.51,13.77,-0.65,64.31,1.09,78.55,2.06
2001,3,1,7.46,10.42,1.46,53.44,0.69,78.34,4.32
2001,3,2,7.58,11.87,0.98,50.56,0.21,78.17,2.22
2001,3,3,5.87,10.93,0.5,55.38,0.79,78.26,2.74
2001,3,4,9.58,15.1,1.37,50.38,0,79.23,2.38
2001,3,5,13.83,16.62,4.3,43.31,0.36,79.4,3.23
2001,3,6,11.78,11.65,4.73,50.31,0.64,79.47,3.11
2001,3,7,9.35,10.91,2.64,66.31,0.6,79.29,3.43
2001,3,8,12.6,15.77,4.94,59.56,0.04,79,2.73
2001,3,9,14.4,15.61,6.82,50.75,1.04,78.56,3
2001,3,10,1.87,7.95,-1.29,82.44,7.86,78.3,3.24
2001,3,11,0.07,7.38,-3.81,77.94,4.11,77.85,2.23
2001,3,12,5.43,12.31,-1.98,60.5,0.57,78.3,4.77
2001,3,13,10.63,15.16,2.13,54.25,0.44,78.65,2.91
2001,3,14,8.7,12.49,1.09,46.88,0.59,78.14,6.91
2001,3,15,3.1,9.71,-1.38,47.81,0.55,78.75,6.02
2001,3,16,2.48,8.9,-0.9,56.56,0.89,78.56,3.57
2001,3,17,3.68,8.26,-0.72,68.19,1.59,78.67,4.27
2001,3,18,6.22,12.13,0.44,57.06,0.62,79.12,4.13
2001,3,19,12.47,17.2,3.69,50.25,0.04,79.37,3.79
2001,3,20,16.8,16.62,8.27,48.88,0.54,79.27,3.98
2001,3,21,17.65,14.84,9.03,52,0.3,79,3.07
2001,3,22,13.84,13.82,7.76,64.5,0.71,79.09,3.17
2001,3,23,12.07,13.12,5.75,62,1.81,79.18,3.77
2001,3,24,11.81,13.44,5.51,67.75,1.85,79.32,1.82
2001,3,25,9.73,12.61,4.38,72.5,3.08,79.12,2.98
2001,3,26,10.16,13.51,4.05,71.44,0.96,78.82,2.62
2001,3,27,10.12,12.28,4.48,62.88,0.97,78.64,2.16
2001,3,28,7.37,11.73,1.37,63.31,0.56,78.31,3.15
2001,3,29,5.47,8.58,1.61,68.94,2.18,78.36,2.2
2001,3,30,10.5,13.84,3.69,57.69,1.24,78.45,4.87
2001,3,31,11.11,15.73,3.63,55.81,0.94,78.8,2.87
2001,4,1,17.65,17.73,8.27,44.31,0.05,78.21,4.32
2001,4,2,18.86,18.66,9.15,48.88,0.06,77.96,5.16
2001,4,3,20.75,20.56,11.45,42.81,0.02,78.35,4.84
2001,4,4,19.16,16.98,10.83,44,0.01,78.73,3.02
2001,4,5,18.41,17.15,9.87,44.94,0.54,78.47,4.04
2001,4,6,16.6,13.95,9.45,46.62,1.23,77.58,8.02
2001,4,7,15.95,16.2,8.32,38,0.09,78.04,5.02
2001,4,8,16.15,18.13,7.11,42,0.16,78.06,5.27
2001,4,9,16.81,20.29,7.37,39.88,0.89,78.29,4.6
2001,4,10,9.8,12.2,4.14,74.19,10.13,77.8,3.88
2001,4,11,3.08,6.85,-1.68,78.62,12.53,77.84,7.41
2001,4,12,6.48,12.27,-0.17,67.12,0.57,78.52,3.67
2001,4,13,12.53,18.06,3.73,47.56,0.22,78.88,2.85
2001,4,14,14.27,17.1,6.07,42.38,0.15,78.72,4.65
2001,4,15,17.26,21.33,7.8,47,0.01,79.15,2.53
2001,4,16,11.18,14.02,5.47,56.94,0.04,79.71,3.8
2001,4,17,20.36,23.42,10.23,47.06,0,79.6,3.13
2001,4,18,24.64,21.52,14.83,34.75,0.08,78.92,3.66
2001,4,19,21.94,14.86,14.23,29.44,0.04,78.27,7.09
2001,4,20,17.94,15.98,11.29,37.81,1.53,78.07,7.25
2001,4,21,15.34,14.84,7.79,47.25,4.67,78.4,5.16
2001,4,22,1.25,6.09,-0.2,79.44,7.21,78.24,7.42
2001,4,23,12.12,17.74,3.82,54.12,1.09,79.45,2.66
2001,4,24,17.03,18.34,10.08,45,0.11,79.8,3.06
2001,4,25,20.94,19.37,12.7,40.31,0.1,79.64,3.27
2001,4,26,22.83,18.34,15.7,37.25,0.04,79.41,2.91
2001,4,27,24.36,18.08,17,39.12,0.09,79.21,3.78
2001,4,28,23.4,15.44,17.22,46.75,0.52,78.85,3.46
2001,4,29,24.58,17.68,16.87,35.69,0.11,78.86,4.06
2001,4,30,22.64,17.7,15.98,35.31,0,79.17,3.34
2001,5,1,27.14,18.68,18.37,32.44,0.14,78.51,5.62
2001,5,2,9.13,9.95,7.08,72.12,7.59,78.77,5.2
2001,5,3,5.64,8.39,2.95,79.81,10.39,79.19,4.39
2001,5,4,1.73,3.91,0.31,92,18.08,79.15,4.25
2001,5,5,5.74,7.23,1.41,88.06,20.79,78.22,5.63
2001,5,6,15.7,14.05,8.3,51.62,0.96,78.86,3.74
2001,5,7,18.1,19.9,9.72,50.06,0.04,79.65,2.56
2001,5,8,22.87,19.87,14.83,38.75,0.08,79.65,3.27
2001,5,9,25.31,18.98,16.35,36,0,79.1,3.29
2001,5,10,21.12,13.16,14.3,45.81,0.21,79.01,3.42
2001,5,11,21.98,17.88,14.74,47,0,79.63,3.79
2001,5,12,26.54,19.36,19.17,41.94,0.1,79.57,3.62
2001,5,13,27.81,17.76,20.6,38.31,0.07,79.27,3.35
2001,5,14,25.27,15.46,18.73,51.19,0.79,79.11,3.84
2001,5,15,27.64,18.41,20.35,37.81,0.07,78.92,3.62
2001,5,16,23.91,12.4,18.82,41.81,1.04,78.84,3.26
2001,5,17,14.5,7.46,12.04,72.38,5.38,79.07,3.22
2001,5,18,24.06,17.9,17.43,49.81,2.33,79.01,3.21
2001,5,19,17.44,8.62,13.26,72.44,3.9,79.02,2.86
2001,5,20,24.05,27.06,12.76,49.06,5.07,78.59,6.01
2001,5,21,11.94,15.5,6.3,41.62,1.09,79.27,4.67
2001,5,22,21.4,19.65,12.99,35.62,0.07,79.3,5.09
2001,5,23,24.37,19.4,15.48,36.38,0,79.3,5.89
2001,5,24,23.22,17.53,14.85,36.81,0.06,79.4,5.2
2001,5,25,23.05,17.66,15.95,39.69,0.08,79.29,4.41
2001,5,26,24.09,15.77,17.51,46.81,0.2,79.11,3.56
2001,5,27,25.51,16.93,18.4,53.81,1.09,78.8,3.7
2001,5,28,24.11,14.64,16.15,68.19,4.8,78.79,3.88
2001,5,29,25.11,16.9,17.76,54.19,2.97,78.83,3.03
2001,5,30,17.01,9.41,13.91,63.75,0.6,79.46,3.99
2001,5,31,23.24,16.2,17.15,47.31,0.15,79.32,3.83
2001,6,1,26.8,19.03,19.21,35.56,0,79.01,3.77
2001,6,2,30.62,21.05,21.81,32.25,0.13,78.47,4.38
2001,6,3,26.08,16.35,20.06,41.75,1.86,78.08,2.2
2001,6,4,24.58,16.93,17.83,52.06,1.03,78.27,2.89
2001,6,5,25.94,20.18,17.99,41.5,0.17,78.85,2.14
2001,6,6,29.35,21.05,21.19,29.38,0,79.23,3.36
2001,6,7,27.28,17.42,20.57,46.94,2.02,79.5,2.7
2001,6,8,29.84,18.98,22.51,40.06,0.81,79.4,3.5
2001,6,9,31.52,18.12,24.01,35.38,0.44,79.14,2.96
2001,6,10,32.55,19.8,24.55,24.56,0.31,79,3.23
2001,6,11,32.59,19.12,24.4,21.44,0,78.75,4.06
2001,6,12,30.38,19.95,21.22,27.44,1.28,78.16,4.88
2001,6,13,20.29,18.16,12.53,56.69,11.62,78.18,3.98
2001,6,14,17.35,16.78,10.89,42.88,0.57,78.83,4.49
2001,6,15,26.86,21.83,17.79,27.81,0,79.26,4.57
2001,6,16,30.51,22.61,21.48,25.31,0.09,79.56,3.05
2001,6,17,32.15,21.52,23.3,20.56,0.07,79.32,3.95
2001,6,18,31.8,19.04,24.21,21.75,0.04,79.18,4.72
2001,6,19,27.62,19.48,19.48,47.75,0.58,79.6,4.43
2001,6,20,27.17,17.66,20.12,46.94,1.59,79.72,4.63
2001,6,21,26.48,17.16,20.77,55.75,0.14,79.9,3.41
2001,6,22,30.4,18.43,23.1,39.25,0.72,79.54,3.52
2001,6,23,32.51,19.63,24.98,26.06,0.46,79.36,3.73
2001,6,24,32.04,16.98,25.32,33.5,0.95,79.28,3.73
2001,6,25,32.35,17.22,26.23,36.31,1.01,79.3,2.94
2001,6,26,30.33,13.52,24.59,38.94,2.62,79.32,4.31
2001,6,27,29.94,16.51,24.86,39.31,0.12,79.6,2.96
2001,6,28,31.47,17.1,25.67,31.88,0.08,79.68,3.1
2001,6,29,32.75,16.66,26.87,34.75,0.37,79.56,3.48
2001,6,30,34.33,17.7,27.93,33.44,0.03,79.51,4.72
2001,7,1,35.48,18.41,27.64,31.94,0.61,79.54,3.53
2001,7,2,34.3,17.93,27.58,32.06,0.52,79.65,3.5
2001,7,3,33.52,16.42,27.15,37.06,2.05,79.77,4.41
2001,7,4,35.15,19.27,27.62,35.38,0.38,79.8,3.88
2001,7,5,35.32,17.38,27.87,34.12,1.9,79.52,4.74
2001,7,6,33.01,14.7,27.11,41.56,2.74,79.38,4.6
2001,7,7,32.05,14.41,26.35,50.12,3.54,79.48,2.98
2001,7,8,31.58,15.17,25.23,54.25,5.45,79.65,2.51
2001,7,9,31.27,15.34,25.62,51.75,4.23,79.58,2.94
2001,7,10,30.62,14.98,24.86,52.5,4.9,79.44,3.05
2001,7,11,30.01,16.31,23.78,55.5,5.26,79.36,2.27
2001,7,12,29.06,13.88,22.94,51.06,4.55,79.7,3.84
2001,7,13,27.11,13.49,21.29,61.75,10.07,79.84,2.6
2001,7,14,26.76,13.31,20.91,60.56,2.98,79.42,3.23
2001,7,15,29.72,16.91,23.24,44.5,1.26,79.02,2.5
2001,7,16,31.44,17.99,23.8,28.25,0.03,79.05,3.95
2001,7,17,29.82,16.36,22.98,28.12,0.19,79.24,4.8
2001,7,18,30.58,15.78,24.55,31.62,0.29,79.29,3.52
2001,7,19,31.14,16.07,24.49,35.56,0.38,79.35,2.57
2001,7,20,31.61,16.63,25.7,36.62,0.48,79.29,3.1
2001,7,21,29.71,11.85,24.03,46.31,0.65,79.25,3.58
2001,7,22,33.23,14.94,26.95,33.25,0.17,79.12,3.35
2001,7,23,28.82,12.72,22.4,59.25,8.29,79.36,2.2
2001,7,24,28.94,14.72,21.93,53.69,2.33,79.33,2.55
2001,7,25,29.8,16.48,22.87,52.12,1.56,79.35,3.35
2001,7,26,25.3,10.21,21.06,62.12,2.6,79.36,2.32
2001,7,27,27.64,15.41,22.26,44.81,0.32,79.6,3.79
2001,7,28,32.22,18.95,25.4,32.12,0.13,79.58,3.56
2001,7,29,34.98,19.15,27.18,25.19,0.01,79.3,3.27
2001,7,30,34.82,17.98,26.99,29.06,0.18,78.97,4.48
2001,7,31,30.45,13.35,25.7,43.19,2.41,79.15,2.29
2001,8,1,29.19,13.16,23.98,46.31,3.22,79.86,2.69
2001,8,2,29.31,13.82,23.21,56.75,5.69,79.94,2.38
2001,8,3,31.59,16.1,25.83,42.69,1.21,79.63,3.84
2001,8,4,31.12,15.33,25.84,46.38,1,79.4,3.48
2001,8,5,31.04,13.23,25.83,40.88,1.5,79.75,3.14
2001,8,6,29.99,12.72,24.15,50.19,4.77,80.12,3.05
2001,8,7,31.15,15.6,24.71,43.88,1.25,79.88,4.61
2001,8,8,31.64,16.29,24.65,43.75,2.36,79.38,4.02
2001,8,9,19.56,7.04,17.18,71.44,6.44,79.79,4.38
2001,8,10,22.3,9.85,18.45,67.69,4.28,79.7,2.81
2001,8,11,27.44,15.2,21.79,51.62,1.72,79.65,3.18
2001,8,12,29.38,15.3,22.91,42.44,0.69,79.88,4.23
2001,8,13,26.91,13.49,20.7,59.56,2.49,79.92,3.14
2001,8,14,23.96,9.95,19.31,64.56,3.83,79.41,3.53
2001,8,15,23.15,11.23,18.08,56.88,2.81,79.63,4.11
2001,8,16,24.69,14.49,18.74,54.88,1.56,79.74,2.95
2001,8,17,26.49,16.12,19.28,40.94,0.54,79.85,3.95
2001,8,18,30.14,19.09,21.98,33.38,0.15,79.7,3.28
2001,8,19,33.16,18.6,24.54,28.94,0.19,79.47,2.99
2001,8,20,31.47,14.76,23.21,39.12,0.92,79.27,4.26
2001,8,21,28.08,13.88,22.83,46.56,1.09,79.18,2.55
2001,8,22,26.69,12.63,21.31,47,1.44,79.38,2.06
2001,8,23,26.67,15.24,20.59,44.06,0.2,79.49,2.48
2001,8,24,30.62,17.71,23.12,28.06,0.02,79.39,3.12
2001,8,25,25.78,11.02,20.07,41.5,1.16,79.64,2.86
2001,8,26,31.04,18.12,23.01,37.38,0.06,79.66,3.95
2001,8,27,31.75,17.28,23.76,30.44,0.14,79.48,5.18
2001,8,28,31.54,16.57,23.8,28.44,0.15,79.18,3.83
2001,8,29,30.02,16.06,22.61,31.31,0.28,79.04,3.74
2001,8,30,26.15,15.15,20.19,49.44,1.21,79.33,2.85
2001,8,31,22.01,8.09,17.93,58.88,1.4,79.3,2.75
2001,9,1,28.06,16.18,21,39.62,0.3,79.23,3.02
2001,9,2,29.55,16.59,22.15,32.31,0.11,79.31,3.8
2001,9,3,29.8,17.08,22.33,33.62,0.02,79.51,3.88
2001,9,4,30.15,16.66,22.8,36.94,0,79.58,4.68
2001,9,5,30.26,17.37,22.04,41.12,0.93,79.16,3.09
2001,9,6,29.6,17.57,21.53,35.5,0.55,78.58,3.7
2001,9,7,19.95,14.23,14.31,48.19,4.15,78.6,3.61
2001,9,8,7.04,7.16,3.48,79.44,13.18,79.25,3.77
2001,9,9,22.48,23.28,11.51,40,0,79.43,3.32
2001,9,10,28.6,22.76,16.96,28.88,0.32,79.54,2.93
2001,9,11,27.96,19,18.26,24.81,0.08,79.66,3.45
2001,9,12,28.32,16.39,18.74,28.12,0.43,79.7,4.48
2001,9,13,24.71,12.3,18.34,50.69,2.3,79.53,3.71
2001,9,14,25.19,14.93,18.73,56.06,1.32,79.42,3.12
2001,9,15,24.21,15.8,17.22,60.12,0.54,79.35,2.73
2001,9,16,24.29,15.81,17.6,47.06,0.64,79.17,2.52
2001,9,17,19.08,10.76,13.55,62.25,2.41,79.19,1.99
2001,9,18,20.44,13.84,13.89,55.44,0.19,79.22,3.32
2001,9,19,26.19,18.37,17.45,36.88,0,79.22,2.88
2001,9,20,26.26,16.61,18.08,35.62,0.05,79.43,3.41
2001,9,21,28.05,17.62,19.57,34.38,0.04,79.47,3.28
2001,9,22,26.75,16.15,17.73,31.31,0,79.58,4.05
2001,9,23,24,16.08,15.52,40.06,0,79.9,2.96
2001,9,24,27.05,19.02,16.95,33.75,0,79.77,3.92
2001,9,25,27.21,17.65,17.66,30.94,0,79.5,4.13
2001,9,26,28.73,17.94,19.13,27.19,0.12,79.33,3.26
2001,9,27,28.55,16.99,19.15,29.38,0,79.49,3
2001,9,28,29.18,18.75,19.9,31.94,0.08,79.36,4.31
2001,9,29,26.45,12.95,19.44,39.19,0.26,79.52,2.59
2001,9,30,22.33,11.23,16.88,51.25,0.19,79.97,2.78
2001,10,1,25.57,16.16,18.16,40.94,0,79.58,2.81
2001,10,2,25.65,15.62,17.71,32,0.04,79.19,3.7
2001,10,3,26.16,18.29,16.64,32.75,0,79.12,2.47
2001,10,4,18.94,17.24,11.67,46.5,0.25,78.98,3.59
2001,10,5,13.12,15.88,5.85,57.19,0.99,79.38,3.17
2001,10,6,22.3,22.22,11.19,30.31,0.04,79.15,3
2001,10,7,21.31,14.23,13.11,43.25,0.1,79.12,3.52
2001,10,8,22.27,15.11,15.04,48.25,0.79,78.87,3.08
2001,10,9,19,16.16,11.04,53.88,0.52,78.52,3.2
2001,10,10,13.36,13.51,6.07,45.81,0.08,79.17,1.98
2001,10,11,18.65,19.9,8.07,35.56,0.12,78.64,3.13
2001,10,12,9.15,9.71,3.94,43.81,0.49,78.71,5.81
2001,10,13,14.38,12.91,7.13,40.19,0.19,78.48,6.91
2001,10,14,18.15,18.44,7.66,39.44,0.01,78.74,4.24
2001,10,15,11.17,15.57,3.35,52.62,1.7,79.76,3.7
2001,10,16,22.06,22.75,8.73,29.94,0.04,79.63,2.95
2001,10,17,22.08,17.86,10.62,31.5,0.1,79.17,3.61
2001,10,18,18.13,14.48,8.74,35.44,0.01,79.08,2.68
2001,10,19,20.82,18.27,9.64,28.19,0,79.06,3.45
2001,10,20,20.96,16.3,10.69,32.31,0.02,78.89,3.23
2001,10,21,17.39,14.23,8.41,42.44,0.32,79.04,2.8
2001,10,22,18.61,15.16,9.42,50.12,0.29,78.56,4.32
2001,10,23,18.7,17.81,9,40.88,0.25,78.07,5.61
2001,10,24,9.62,12.13,2.34,30.31,0.07,78.81,6.47
2001,10,25,14.59,18.17,3.77,32.44,0,79.55,1.8
2001,10,26,17.65,18.76,5.95,36.06,0.07,80.03,2.52
2001,10,27,22.01,19.96,9.76,30.44,0.01,79.6,3.73
2001,10,28,21.4,14.72,11.94,43.62,0.03,79.49,3.52
2001,10,29,19.01,14.4,9.83,49.94,0,79.83,2.29
2001,10,30,21.08,15.8,11.23,36.31,0.03,79.23,4.39
2001,10,31,19.31,13.84,10.63,40.19,0.28,78.37,6.87
2001,11,1,15.37,13.04,6.4,39.75,0,78.9,2.08
2001,11,2,17.04,15.96,7.26,41.44,0.02,79.49,2.54
2001,11,3,15.08,12.77,6.9,45.06,0.01,80.09,3.05
2001,11,4,20.94,19.09,9.3,40.19,0,79.91,3.23
2001,11,5,19.85,15.99,9.98,33.56,0.03,79.41,2.7
2001,11,6,18.96,13.12,10.32,45.06,0.21,79.3,3.42
2001,11,7,18.96,21.24,9.08,60.12,4.75,79.51,4.22
2001,11,8,8.37,11.48,0.92,55.38,2.97,80.33,2.66
2001,11,9,16.55,19.36,1.58,23.38,0,79.9,2.91
2001,11,10,16.14,15.42,2.9,24.38,0.08,79.61,3.11
2001,11,11,16.2,16.56,5.95,42.38,0.12,79.35,2.91
2001,11,12,16.92,15.45,7.51,47.81,0,79.26,3.27
2001,11,13,17.67,15.54,7.42,38.5,0.02,78.79,2.76
2001,11,14,14.75,12.59,6.02,49.38,0,79.18,2.95
2001,11,15,16.22,13.57,6.41,53.94,0,79.33,2.93
2001,11,16,17.22,13.48,7.12,50.81,0.01,79.35,3.09
2001,11,17,16.63,15.49,6.61,42.62,0.04,79.2,3.14
2001,11,18,9.68,15.63,1.56,66.88,2.69,79.46,4.21
2001,11,19,12.98,19.34,0.37,52.25,0,79.83,2.05
2001,11,20,18.26,20.57,2.98,28.19,0.26,79.23,3.8
2001,11,21,13.9,13.92,2.36,30.69,0.08,78.6,3.33
2001,11,22,13.95,12.7,4.62,59.06,3.65,77.77,2.98
2001,11,23,1.62,4.11,-0.81,75.88,2.91,77.61,5.31
2001,11,24,5.66,10.43,-1.17,48.94,0.67,78.16,3.59
2001,11,25,6.3,11.69,-1.42,69.62,3.96,77.63,3.14
2001,11,26,-2.39,6.45,-4.71,73.81,0.8,78.28,4.71
2001,11,27,-6.02,5.34,-8.14,67.31,0.7,78.87,2.91
2001,11,28,1.24,14.43,-7.85,53.81,0,78.78,2.31
2001,11,29,7.08,15.55,-3.53,50.88,0.57,77.84,3.07
2001,11,30,4.03,9.87,-2.37,55.12,0.61,78.15,3.24
2001,12,1,6.83,14.99,-2.42,49.62,0.32,78.79,3.77
2001,12,2,9.54,10.29,1.12,58.19,0.05,78.75,4.14
2001,12,3,11.85,13.03,1.47,42.81,0,78.47,5.13
2001,12,4,10.81,13.01,1.24,46.81,0.2,78.11,5.19
2001,12,5,5.37,10,-1.16,41.56,0.19,78.57,6.14
2001,12,6,9.33,12.77,-0.12,48.75,0.29,78.86,4.92
2001,12,7,2.75,9.49,-2.06,51.19,0.34,79.21,4.12
2001,12,8,6.94,14.41,-2.69,39.69,0,79.55,3.84
2001,12,9,11.6,14.62,-0.49,34.62,0.04,78.72,2.82
2001,12,10,6.64,11.07,-1.81,44.88,0.06,78.13,2.8
2001,12,11,4.7,11.01,-1.96,45.06,0.2,77.76,3.7
2001,12,12,-3.35,5.11,-5.6,74.12,1.17,78.46,2.34
2001,12,13,3.58,12.41,-3.97,44.31,0.04,78.45,5.79
2001,12,14,9.41,13.38,-0.57,46.69,0.04,77.74,4.81
2001,12,15,4.69,9.99,-1.27,58.88,2.9,77.78,3.77
2001,12,16,4.01,12.12,-3.64,57,0.09,78.89,4.34
2001,12,17,11.09,13.95,-0.23,44.12,0.69,78.76,4.71
2001,12,18,2.89,9.86,-3.64,55.25,0.23,78.89,3.12
2001,12,19,7.67,14.72,-2.7,45.44,0,79.04,3.77
2001,12,20,9.12,14.96,-1.28,42.56,0.05,79.07,4.13
2001,12,21,9.27,13.12,0.65,44.75,1.35,78.02,6.14
2001,12,22,1.5,9.06,-3.4,55.56,0.31,78.48,4.43
2001,12,23,3.11,11.67,-4.42,48.19,0,79.26,2.51
2001,12,24,1.05,9.64,-5.1,47.56,0.16,79.3,2.84
2001,12,25,3.3,11.66,-4.13,45.38,0.04,79.13,5.17
2001,12,26,6.83,13.45,-2.7,41.56,0.02,78.93,3.5
2001,12,27,5.06,11.34,-3.08,47.75,0.02,78.53,3.24
2001,12,28,7.1,12.82,-1.81,57.5,0.46,78.28,5.15
2001,12,29,3.62,11.73,-4.05,68.38,0.04,78.75,2.44
2001,12,30,-0.22,9.31,-5.61,73.5,0.47,78.86,1.7
2001,12,31,2.24,13.45,-6.29,64.62,0.1,78.77,2.05
2002,1,1,-3.13,8.11,-7.49,80.81,1.78,79.18,2.44
2002,1,2,2.71,16.91,-8.13,47.5,0,79.11,3.28
2002,1,3,10.08,17.98,-1.32,51.88,0.14,78.74,4.14
2002,1,4,0.25,6.99,-2.74,71.38,1.05,78.86,3.7
2002,1,5,3.85,13.32,-3.92,51.81,0.16,79.24,4.17
2002,1,6,4.94,10.49,-2.47,57.44,0.73,79.46,3.74
2002,1,7,10.34,11.92,1.48,60.19,0.09,79.45,6.29
2002,1,8,10.71,8.51,2.99,50.12,0.16,79.2,5.95
2002,1,9,11.73,13.55,2.3,62.81,1.11,78.82,3.11
2002,1,10,4.09,8.88,-2.15,70,3.53,79.48,2.91
2002,1,11,8.33,13.05,-1.77,40.06,0,79.64,4.48
2002,1,12,8.88,13.57,-0.76,55.56,0.17,79.04,3.77
2002,1,13,2.15,8.27,-2.37,48.25,0.12,78.42,5.59
2002,1,14,4.44,13.85,-4.62,43.62,0.13,78.59,2.32
2002,1,15,7.39,16.45,-3.88,51.75,0.14,78.34,3.03
2002,1,16,1.94,13.02,-4.85,67.5,0.23,78.56,1.73
2002,1,17,-0.28,10.33,-6.49,62.31,0.14,78.7,2.34
2002,1,18,-0.38,11.26,-7.03,50.25,0.2,78.36,4.32
2002,1,19,6.22,18.81,-5.38,38.38,0.05,78.29,4.3
2002,1,20,-1.05,8.78,-6.23,42.19,0.26,77.98,6.06
2002,1,21,7.68,14.58,-2.31,48.25,0.11,78.3,4.26
2002,1,22,8.11,13.47,-0.72,51.19,1.27,77.82,5.16
2002,1,23,-4.08,9.04,-6.53,62.94,2.31,78.53,3.3
2002,1,24,3.63,17.58,-6.38,44.81,0,79.2,4.64
2002,1,25,11.04,15.46,-0.09,43.69,0.31,79.04,6.45
2002,1,26,12.63,13.62,1.19,33.38,0.14,78.62,5.61
2002,1,27,12.92,15.05,1.26,33.75,0.3,78.29,4.62
2002,1,28,9.01,12.31,0.63,39.62,0.04,78,6.33
2002,1,29,2.76,10.07,-1.98,55.69,0.59,78.09,2.68
2002,1,30,-2.42,7.33,-4.8,68.81,1.09,78.35,4.7
2002,1,31,-3.33,8.02,-7.51,49.81,0.27,78.83,4.98
2002,2,1,5.11,16.7,-4.88,44,0.03,79.23,3.12
2002,2,2,4.48,11.2,-3.12,42.19,0.05,79.06,2.7
2002,2,3,5.95,15.38,-2.6,46.38,0,79.42,2.75
2002,2,4,5.76,12.85,-1.6,41.62,0.29,79.26,5.05
2002,2,5,0.7,8.31,-3.38,44.75,0.13,79.33,3.39
2002,2,6,6.34,13.96,-2.3,35.38,0.01,79.1,5.26
2002,2,7,12.05,17.33,0.47,27.25,0.14,79.13,3.38
2002,2,8,9.99,14.53,0.8,29.81,0.18,78.4,8.07
2002,2,9,-2.67,5.89,-4.42,46.25,0.72,79.4,11.22
2002,2,10,6.49,16.29,-2.48,34.44,0,80.24,3.77
2002,2,11,9.48,11.21,1.15,32.75,0.23,79.31,6.2
2002,2,12,2.73,8.47,-1.46,54.56,0.04,79.39,3.18
2002,2,13,10.01,17.8,-0.33,35.5,0,79.15,3.25
2002,2,14,2.55,8.66,-1.49,54.25,2.09,78.67,3.45
2002,2,15,9.01,16.89,-1.55,38.69,0,79.45,2.66
2002,2,16,11.96,14.58,0.42,27.81,0.54,79.31,3.34
2002,2,17,12.97,14.05,2.96,36.31,0.09,78.46,4.36
2002,2,18,8.23,9.92,2.05,51,0.83,77.89,2.73
2002,2,19,5.9,10.27,-0.18,60.44,1.78,78.43,4.34
2002,2,20,7.2,11.62,0.07,50.5,0.31,78.7,5.72
2002,2,21,4.91,10.22,-1.15,46.62,0.21,79.92,5.29
2002,2,22,14.01,17.67,4.15,33.31,0.08,79.37,7.72
2002,2,23,17.48,16.52,5.9,35.44,0.15,78.48,5.77
2002,2,24,7.08,10.51,1.1,52,1.73,78.37,3.09
2002,2,25,-3.5,10.7,-7.05,54.75,1.38,79.12,4.97
2002,2,26,-0.85,16.09,-7.72,34.44,0.24,79.47,5.84
2002,2,27,-0.78,9.03,-5.02,45.31,0.29,78.72,4.4
2002,2,28,7.1,16.1,-1.69,48.38,1.18,78,5.22
